Model Category,Display Name,Asset tag,Fixed Asset Number,Location Name,PO number,Supplier,Status,Substate,Purchase date,Receipt date,Warranty end date,Retired date,Scheduled retirement,Management
Facilities Projector,EPSON EB-W6,BD10-FUF2E9Z,60010002735,BD HO Dhaka/BD REMOTE,4555690946,SMART Technology BD Ltd,In use,"",2021-08-22 00:00:00,2021-08-22 00:00:00,,,2026-08-22 00:00:00,9 - MANAGED
Facilities Projector,EPSON EB-W6,BD10-P2DY77X,60010002734,BD HO Dhaka/BD REMOTE,4555690946,SMART Technology BD Ltd,In use,"",2021-08-22 00:00:00,2021-08-22 00:00:00,,,2026-08-22 00:00:00,9 - MANAGED
Multimedia Microphone,POLY Studio Expansion Microphone,BD10-50UIH4H,Consumable-microphone,BD HO Dhaka/6004679 LEVEL-6,4555714868,SMART Technology BD Ltd,In use,"",2021-08-22 00:00:00,2021-08-22 00:00:00,,,2026-08-22 00:00:00,9 - MANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4R30,60010002657,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-07-04 00:00:00,2024-08-24 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4T32,60010002659,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-07-04 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4V34,60010002661,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-08-20 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4W35,60010002662,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4Y37,60010002664,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4Z38,60010002665,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-07-03 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Desktop,HP ELITEDESK 800 G5 SFF,BD10-03G4O2D,60010002654,BD PL Sreepur/BD PL SREEPUR B1 F00 SUPPLY CHAIN,4554011212,SMART TECHNOLOGIES LIMITED,In use,shared,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0910,60010002381,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2024-12-05 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0A18,60010002382,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,defective,2019-11-17 00:00:00,2025-05-27 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0C1A,60010002384,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2025-05-26 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0E1C,60010002386,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2025-01-20 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0G1E,60010002388,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2019-11-17 00:00:00,2023-09-24 00:00:00,,2023-11-17 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0H1F,60010002389,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2025-01-27 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0I20,60010002390,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2025-01-13 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0J21,60010002391,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2024-09-30 00:00:00,2023-09-24 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0K22,60010002392,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2019-11-17 00:00:00,2023-09-24 00:00:00,,2023-11-17 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02E0L23,60010002393,BD HO Dhaka/6004679 LEVEL-6,4552587819,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-11-17 00:00:00,2019-11-17 00:00:00,2023-09-24 00:00:00,,2023-11-17 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SX744,60010002496,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SX946,60010002498,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXA4E,60010002499,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXB4F,60010002500,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXD51,60010002502,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXF53,60010002504,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2025-06-05 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXI56,60010002507,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2025-05-20 00:00:00,2023-11-10 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXJ57,60010002508,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXK58,60010002509,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXL59,60010002510,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2025-05-19 00:00:00,2023-11-10 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXM5A,60010002511,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2025-06-02 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXO5C,60010002513,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXR5F,60010002516,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2025-01-06 00:00:00,2023-11-10 00:00:00,,2025-06-02 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXT61,60010002518,BD HO Dhaka/4004679 LEVEL-4,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXV63,60010002520,BD HO Dhaka/6004679 LEVEL-6,4553000001,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G1P2B,60010002547,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-05-13 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G1Q2C,60010002548,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G1R2D,60010002549,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G2410,60010002562,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G2L28,60010002579,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3815,60010002602,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-06-19 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3A1E,60010002604,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-04-21 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3B1F,60010002605,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-05-26 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3C20,60010002606,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3D21,60010002607,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3E22,60010002608,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3F23,60010002609,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3G24,60010002610,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-02-12 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3H25,60010002611,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3I26,60010002612,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3J27,60010002613,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3K28,60010002614,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3M2A,60010002616,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3N2B,60010002617,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-06-04 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3O2C,60010002618,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-05-15 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3P2D,60010002619,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3U32,60010002624,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G3Z37,60010002629,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4412,60010002634,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-05-30 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4513,60010002635,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-06-04 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4614,60010002636,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4816,60010002638,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4917,60010002639,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-03-17 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4A1F,60010002640,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-08-14 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4B20,60010002641,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4C21,60010002642,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-05-29 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4E23,60010002644,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4G25,60010002646,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2024-10-08 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4H26,60010002647,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2025-02-19 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4J28,60010002649,BD HO Dhaka/6004679 LEVEL-6,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2025-05-12 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4K29,60010002650,BD HO Dhaka/4004679 LEVEL-4,4554011212,SMART TECHNOLOGIES LIMITED,In stock,pending_disposal,2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,0 - UNMANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SX845,60010002497,BD HO Dhaka/BD REMOTE,4553000001,SMART TECHNOLOGIES LIMITED,In use,"",2019-12-26 00:00:00,2024-08-27 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXC50,60010002501,BD HO Dhaka/BD REMOTE,4553000001,SMART TECHNOLOGIES LIMITED,In use,"",2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXE52,60010002503,BD HO Dhaka/BD REMOTE,4553000001,SMART TECHNOLOGIES LIMITED,In use,"",2019-12-26 00:00:00,2019-12-26 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXN5B,60010002512,BD HO Dhaka/BD REMOTE,4553000001,SMART TECHNOLOGIES LIMITED,In use,"",2019-12-26 00:00:00,2024-10-04 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-02SXQ5E,60010002515,BD HO Dhaka/BD REMOTE,4553000001,SMART TECHNOLOGIES LIMITED,In use,"",2019-12-26 00:00:00,2024-11-12 00:00:00,2023-11-10 00:00:00,,2023-12-26 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4F24,60010002645,BD PL Sreepur/SREEPUR FACTORY IF BULK PLANT,4554011212,SMART TECHNOLOGIES LIMITED,In use,"",2020-10-21 00:00:00,2020-10-21 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,9 - MANAGED
Computer Laptop,HP ELITEBOOK 840 G6,BD10-03G4L2A,60010002651,BD HO Dhaka/BD REMOTE,4554011212,SMART TECHNOLOGIES LIMITED,In use,"",2020-10-21 00:00:00,2024-09-02 00:00:00,2024-09-03 00:00:00,,2024-10-20 00:00:00,9 - MANAGED
Computer Peripheral Monitor,HP ELITEDISPLAY E271I LED MNT,BD10-038DL2B,60010002524,BD MD HOUSE,4554002024,SMART TECHNOLOGIES LIMITED,In use,"",2020-06-30 00:00:00,2020-06-30 00:00:00,2021-03-13 00:00:00,,2025-06-30 00:00:00,9 - MANAGED
Computer Peripheral Monitor,HP ELITEDISPLAY E271I LED MNT,BD10-038DM2C,60010002525,BD HO Dhaka/6014679 LEVEL-6 MANAGING DIRECTOR OFFICE,4554002024,SMART TECHNOLOGIES LIMITED,In use,"",2020-06-30 00:00:00,2020-06-30 00:00:00,2021-04-06 00:00:00,,2025-06-30 00:00:00,9 - MANAGED
Computer Peripheral Monitor,HP ELITEDISPLAY E223,BD10-039G619,60010002536,BD PL Sreepur/BD PL SREEPUR B1 F00 HUMAN RESOURCES,4554180386,SMART TECHNOLOGIES LIMITED,In use,"",2020-08-19 00:00:00,2020-08-19 00:00:00,2023-04-22 00:00:00,,2023-08-19 00:00:00,9 - MANAGED
Facilities Projector,MAXELL MC-EX5001 LCD PROJECTOR,BD10-03HZZ5F,60010002545,BD DC Gazipur/BD DC GAZIPUR B1 F00 SUPPLY CHAIN,4554328781,SMART TECHNOLOGIES LIMITED,In use,"",2020-10-23 00:00:00,2020-10-23 00:00:00,,,2025-10-23 00:00:00,9 - MANAGED
Facilities Projector,BENQ MH550,BD10-5GA5RIO,60010003170,BD HO Dhaka/4034679 LEVEL-4 COMMON WORKSTATION AREA,4558661559,SMART TECHNOLOGIES LIMITED,In use,shared,2023-08-02 00:00:00,,2025-08-01 00:00:00,,2028-08-01 00:00:00,9 - MANAGED
Facilities Projector,BENQ MH550,BD10-G19G26L,60010003169,BD PL Sreepur/BD PL SREEPUR B1 F00 TRAINING ROOM,4558661559,SMART TECHNOLOGIES LIMITED,In use,"",2023-08-02 00:00:00,,2025-08-01 00:00:00,,2028-08-01 00:00:00,9 - MANAGED
Printer,EPSON LQ-2190,BD10-08XUPRK,60010003140,BD PL Sreepur/BD PL SREEPUR B1 F00 Canteen Area,4557646350,SMART TECHNOLOGIES LIMITED,In stock,available,2022-12-31 00:00:00,,2023-12-30 00:00:00,,2027-12-31 00:00:00,0 - UNMANAGED
Printer,HP LASERJET ENTERPRISE MFP M632FHT,BD10-038HO32,60010002526,BD PL Sreepur/BD PL SREEPUR B1 F00 IF BULK WAREHOUSE OFFICE,4553547257,SMART TECHNOLOGIES LIMITED,In use,"",2020-07-22 00:00:00,2020-07-22 00:00:00,,,2025-07-22 00:00:00,9 - MANAGED
Printer,HP LASERJET ENT M608X,BD10-038HU38,60010002532,BD DC Gazipur/BD DC GAZIPUR B1 F00 SUPPLY CHAIN,4553547257,SMART TECHNOLOGIES LIMITED,In use,"",2020-07-22 00:00:00,2020-07-22 00:00:00,,,2025-07-22 00:00:00,9 - MANAGED
